Application_ID,Current City,Python (out of 3),R Programming (out of 3),Data Science (out of 3),Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,True_Y,pred_Y
DS0118,Bangalore,2,2,2,"CSS, HTML, JavaScript, jQuery, .NET, ASP.NET, Adobe Photoshop Lightroom CC, C#.NET, Machine Learning, Python, R Programming, SQL",BEC,Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering (ETE),2013,,7.20/10,,,1,1
DS0119,Bangalore,3,0,3,"Data Analytics, English Proficiency (Spoken), MS-Excel, Machine Learning, Python",Great Lakes Institute of Management,PG Diploma in Data Science,Data Analytics,2020,8.00/10,7.36/10,,,0,0
DS0120,Bangalore,2,2,3,"Data Analytics, MS-Excel, MS-Office, Machine Learning, Artifical Intelligence, Python, R Programming, BIG DATA ANALYTICS",Insofe,Post Graduate Programme (PGP),Data Science,2020,,6.00/10,,,0,0
DS0121,Bangalore,1,0,0,"CSS, HTML, Java, JavaScript, Python",CMR Institute Of Technology,Master of Computer Applications (MCA),Computer Applications,2020,60.58/100,56.08/100,51.90/51.90,62.80/62.80,0,0
DS0122,Bangalore,2,0,2,"MS-Excel, MS-Word, Data Analytics, Machine Learning, Python, SQL",G H Raisoni College Of Engineering & Management,Master of Engineering (M.E),Mechanical Engineering,2015,7.22/10,60.00/100,,,0,0
DS0123,Bangalore,3,0,3,"Algorithms, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, MS-Excel, MS-Word, Machine Learning, Python, Statistical Modeling, Database Management System (DBMS), SQL",Vadodara Institute Of Engineering,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,8.06/10,,,,1,1
DS0124,Bangalore,2,0,2,"MS-Excel, Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling, Tableau",Great Lakes Institute of Management,Post Graduate Programme (PGP),Business Analytics And Business Intelligence,2020,,,,,0,0
DS0125,Kottayam,0,0,0,Statistical Modeling,ExcelR Banglore,,Data Science,2020,70.00/100,80.00/100,84.00/84.00,84.00/84.00,0,0
DS0126,Pune,1,0,1,"Machine Learning, Python",Tatyasaheb Kore Institute Of Engineering & Technology,Bachelor of Technology (B.Tech),Mechanical,2018,,,6.80/6.80,,0,0
DS0127,Hyderabad,2,2,2,"Machine Learning, Natural Language Processing (NLP), OpenCV, Python, R Programming, Artifical Intelligence, Deep Learning","National Institute Of Electronics & Information Technology, Calicut",,Artificial Intelligence,2020,,83.00/100,86.70/86.70,9.80/9.80,0,0
DS0128,Guntur,2,0,2,"Data Analytics, Machine Learning, Python, Deep Learning",Bharatiyar University,Master Of Analytics,Data Analytics,2020,67.00/100,69.00/100,68.00/68.00,60.00/60.00,0,0
DS0129,Kochi,2,0,1,"Android, C++ Programming, Java, Python, Machine Learning, Natural Language Processing (NLP), SQL",BH Gardi College of Engineering & Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,,7.32/10,58.60/58.60,,0,0
DS0130,Bangalore,3,0,3,"Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, BIG DATA ANALYTICS, Hadoop, MySQL",New Horizon College of Engineering,Bachelor of Technology (B.Tech),ISE,2018,,,,,1,1
DS0131,Chennai,2,2,0,"Mathematics, BIG DATA ANALYTICS, Data Analytics, Data Science, Python, R Programming, Statistical Modeling, Hadoop",SRMIST,Bachelor of Technology (B.Tech),Computer  Science,2021,,8.48/10,83.50/83.50,89.40/89.40,1,1
DS0132,Bangalore,2,0,0,"C Programming, C++ Programming, JavaScript, NoSQL, Python, SQL, XML, AngularJS",Ramaiah Institute Of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,,,90.00/90.00,,0,0
DS0133,Bangalore,1,0,1,"Data Analytics, Data Science, MS-Office, Machine Learning, MySQL, Python","M.S.Bidve College , Latur",Bachelor of Engineering (B.E),Electrical Engineering,2017,,61.00/100,63.54/63.54,8.00/8.00,1,1
DS0134,Bangalore,2,0,3,"Machine Learning, MS-Excel, MS-Office, Python, Statistical Modeling",IIDT,PG Diploma in Data Science,Business Analytics,2019,4.00/5,4.00/5,8.00/8.00,,0,0
DS0135,Chennai,1,0,1,"Data Analytics, Machine Learning, Python",Jeppiaar Engineering College,Bachelor of Engineering (B.E),Electronics and Communication,2019,,6.60/10,84.50/84.50,97.20/97.20,0,0
DS0136,Chennai,2,2,2,"Artifical Intelligence, Computer Vision, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Tableau",A B R Engineering And Technolagy,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2019,,60.04/100,,72.50/72.50,1,1
DS0137,Indore,2,0,2,"C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, Data Structures, Database Management System (DBMS), HTML, MS-PowerPoint, MS-Word, Machine Learning, MySQL, Python, SPSS, Unix, Data Analytics, Java","Devi Ahilya Vishwavidyalaya,Indore",Integrated M.Tech,Information Technology,2022,,,76.80/76.80,8.60/8.60,0,0
DS0138,Bangalore,2,0,2,"Artifical Intelligence, Machine Learning, Python, SQL",Shri Sant Gadge Baba College Of Engineering And Technology,Bachelor of Engineering (B.E),Electronics and Communication,2013,,62.00/100,,,1,1
DS0139,Bangalore,1,1,0,"MS-Excel, Database Management System (DBMS), SQL, Python, R Programming, Statistical Modeling",REVA Institute of Technology and Management,Bachelor of Computer Applications (BCA),Computer Applications,2017,,7.20/100,,,0,0
DS0140,Bangalore,2,0,0,"C++ Programming, Jenkins, Python","California State University, East Bay",Integrated B.S. & M.S.,Computer  Science,2011,3.89/4,76.00/100,,,0,0
DS0141,Bangalore,3,0,2,"Data Analytics, MS-Office, Python, Algorithms, Data Science, Data Structures, Database Management System (DBMS), GitHub, MS-Excel, Machine Learning, Mathematics, OpenCV, SQL, Statistical Modeling, Natural Language Processing (NLP)",Uttarakhand Technical University,Bachelor of Technology (B.Tech),Civil Engineering,2018,,72.00/100,,7.40/7.40,1,1
DS0142,Jalandhar,2,0,2,"Data Analytics, English Proficiency (Spoken), Machine Learning, Python, C++ Programming, Data Structures, MS-Excel",NIT Jalandhar,Bachelor of Technology (B.Tech),Industrial And Production,2021,,7.80/10,85.00/85.00,91.40/91.40,1,1
DS0143,Banglore,0,0,3,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Statistical Modeling, Artifical Intelligence","Sinhgad College of Engineering, Pune",Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2018,,62.00/100,62.00/62.00,79.82/79.82,0,0
DS0144,Hyderabad,2,0,2,"Deep Learning, Machine Learning, Python, Computer Vision, Data Analytics",Lovely Professional University,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,8.09/10,97.70/97.70,9.20/9.20,1,1
DS0145,Bangalore,2,0,2,"Computer Vision, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistical Modeling",Dibrugarh University Institute of Engineering and Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2018,,,60.40/60.40,67.50/67.50,1,1
DS0146,Bangalore,3,1,0,"MS-Excel, Python, Data Analytics, SQL, R Programming",Analytixlabs,,Data Analyst,2019,,7.00/10,,,0,0
DS0147,Bangalore,2,2,2,"MS-Excel, Machine Learning, Python, R Programming, MS-Office",VVpuram College,Bachelor of Commerce (B.Com),,2017,,71.00/100,89.00/89.00,,0,0
DS0148,Bangalore,2,0,2,"C Programming, C++ Programming, Data Science, Deep Learning, MS-Excel, Machine Learning, Power BI, Python, Statistical Modeling",Panimalar Engineering College,Bachelor of Engineering (B.E),Computer Science & Engineering,2019,,7.34/10,94.00/94.00,93.00/93.00,1,1
DS0149,Bangalore,2,3,0,"MATLAB, MS-Excel, MS-Word, R Programming, Python, SQL",International Institute Of Information Technology,Post Graduate Diploma,Data Science,2019,3.41/4,8.28/10,6.63/6.63,8.24/8.24,0,0
DS0150,Banglore,2,0,2,"Machine Learning, Natural Language Processing (NLP), Python, Deep Learning, MongoDB, SQL",Gandhi Institute for Technology,Bachelor of Technology (B.Tech),Mechanical Engineering,2016,,75.00/100,,,1,1
DS0151,Bangalore,2,0,2,"Data Science, Machine Learning, Python, Deep Learning",PES University,MBA,Finance,2019,7.40/10,54.00/100,53.00/53.00,7.40/7.40,0,0
DS0152,Bangalore,2,2,0,"Data Analytics, Python, R Programming",Sree Vidyanikethan Engineering College,Master of Technology (M.Tech),computer science,2018,8.91/10,,,,0,0
DS0153,Bangalore,0,2,1,"R Programming, SPSS, SQL, Machine Learning",Bharathiar University Coimbatore,Master of Science (M.Sc),Statistics,2019,7.60/10,9.45/10,,,0,0
DS0154,Bangalore,2,2,0,"C Programming, Data Analytics, MS-Excel, MS-PowerPoint, MS-Word, Python, R Programming, SolidWorks","Dayananda Sagar College of Engineering, Bangalore",Bachelor of Engineering (B.E),Chemical Engineering,2018,,2.50/4,2.70/2.70,3.00/3.00,1,1
DS0155,Bangalore,2,0,2,"MS-Excel, Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling","Great Learning ,Banglore",PG Diploma in Data Science,Data Analytics,2020,,7.60/10,,,0,0
DS0156,Bangalore,0,0,1,"Data Analytics, Machine Learning",Basaveshwar Engineering College Bagalkot,Bachelor of Engineering (B.E),Electronics and Communication,2014,,8.81/10,67.00/67.00,92.00/92.00,0,0
DS0157,Chennai,1,0,0,"Data Analytics, MS-Excel, MS-PowerPoint, MS-Word, MySQL, Adobe Photoshop, Database Management System (DBMS), Internet of Things (IoT), Python",Great Lakes Institute of Management,,Data Analytics,2020,,7.37/100,88.33/88.33,89.40/89.40,0,0
DS0158,Bangalore,2,0,3,"Machine Learning, Data Analytics, Deep Learning, MySQL, Natural Language Processing (NLP), Neural Networks, Python, OpenCV",New Horizon College of Engineering,Bachelor of Technology (B.Tech),Mechanical Engineering,2019,,8.71/10,83.16/83.16,86.40/86.40,1,1
DS0159,Bangalore,2,0,2,"English Proficiency (Spoken), Data Analytics, Data Science, Machine Learning, MySQL, Python",Great Lakes Institute of Management,,Data Analytics,2020,,,93.60/93.60,,0,0
DS0160,Kozhikode,2,0,2,"Artifical Intelligence, Machine Learning, Python",MAHENDRA ENGINEERING COLLEGE,Bachelor of Engineering (B.E),Mechatronics,2019,,7.59/10,78.00/78.00,90.00/90.00,1,1
DS0161,Chennai,0,0,0,"English Proficiency (Written), English Proficiency (Spoken), MS-Excel, MS-Office, Social Media Marketing",NIT Trichy,MBA,Marketing,2021,,,,,0,0
DS0162,Pune,2,2,2,"Artifical Intelligence, Data Analytics, MS-Excel, MS-Office, Machine Learning, Python, R Programming, Deep Learning",Symbiosis Institute of Computer Studies and Research,Master of Science (M.Sc),Data Science,2020,,55.00/100,67.47/67.47,67.60/67.60,1,1
DS0163,Bangalore,2,2,3,"Data Science, Linear Programming, MS-Excel, Machine Learning, Statistical Modeling, Data Analytics, Power BI, Python, R Programming, SQL, Deep Learning",Gujarat Technological University,Bachelor of Engineering (B.E),Information Technology,2019,,8.06/10,7.00/7.00,8.40/8.40,1,1
DS0164,Bhubaneswar,2,2,2,"MS-Excel, Data Analytics, Machine Learning, Python, R Programming, Statistical Modeling","Department Of Statistics , Utkal University",Master of Science (M.Sc),Statistics,2019,,82.88/100,60.10/60.10,80.00/80.00,1,0
DS0165,Bangalore,2,0,2,"English Proficiency (Spoken), Data Analytics, MS-Excel, Machine Learning, Python",SJBIT,Bachelor of Engineering (B.E),Mechanical Engineering,2017,,63.00/100,88.00/88.00,92.00/92.00,1,1
DS0166,Bangalore,2,0,2,"Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, Deep Learning, Flask, SQL",K S SCHOOL OF ENGINEERING AND MANAGEMENT,Bachelor of Engineering (B.E),Electronics and Communication,2019,,6.53/10,6.90/6.90,8.33/8.33,1,1
DS0167,Bangalore,3,3,0,"Google Analytics, MS-Excel, MS-Office, Python, R Programming, Amazon Web Services (AWS)",ALISON Online Learning,,AMAZON WEB SERVICES,2020,,8.00/10,,,0,0
DS0168,Hyderabad,0,0,0,Natural Language Processing (NLP),Syed Hashim College Of Science &amp; Technology,Master of Technology (M.Tech),Computer  Science,2017,,,,,0,0
DS0169,Bangalore,2,0,1,"Data Analytics, Image Processing, Python, Machine Learning",Birla Institute Of Technology And Science,Master of Technology (M.Tech),Data Science,2021,,,,,0,0
DS0170,Bangalore,2,0,2,"Data Science, MS-Office, C Programming, C++ Programming, Data Analytics, Data Structures, Database Management System (DBMS), Machine Learning, Python, Google AdWords, Google Analytics, Mathematics, Video Editing",SRM University,Bachelor of Technology (B.Tech),Information Systems,2019,,72.00/100,,,1,1
DS0171,Bangalore,2,0,1,"MS-Excel, Python, Machine Learning",SISTK,Bachelor of Technology (B.Tech),Computer  Science,2015,,8.00/10,,,0,0
DS0172,Pune,2,2,2,"AutoCAD, MS-Excel, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, R Programming, SolidWorks, Statistical Modeling",Defour Analytics,Bachelor of Engineering (B.E),Data Science,2020,,9.00/10,,,1,1
DS0173,Greater Noida,2,3,2,"English Proficiency (Spoken), MS-Office, R Programming, Deep Learning, MS-Excel, Machine Learning, Python, SQL",Savitribai Phule Pune University,Master of Science (M.Sc),Environmental Sciences,2019,70.40/100,73.20/100,74.60/74.60,,1,1
DS0174,Kolkata,2,0,2,"Data Analytics, MS-Excel, MS-Office, Machine Learning, Python, Statistical Modeling",Praxis Business School,Post Graduate Programme (PGP),Data Science,2020,4.52/7,77.86/100,77.00/77.00,9.40/9.40,0,0
DS0175,Rourkela,1,0,1,"Artifical Intelligence, C Programming, C++ Programming, Data Analytics, Deep Learning, Java, Machine Learning, Python, Statistical Modeling",Lovely Professional University,Bachelor of Science (B.Sc) (Hons.),Mathematics,2017,,69.75/100,80.00/80.00,81.25/81.25,0,0
DS0176,Bangalore,2,0,2,"Data Science, Machine Learning, Neural Networks, Python, Android",University of Kashmir,Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,,85.50/100,92.20/92.20,96.60/96.60,1,1
DS0177,Pune,3,1,3,"Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling, BIG DATA ANALYTICS, MS-Excel, SAS, R Programming",Simplilearn,Post Graduate Programme (PGP),Data Science,2019,,6.00/10,,,0,0
DS0178,Bangalore,2,0,0,"HTML, Bootstrap, C Programming, CSS, Data Analytics, Python, ReactJS, PHP","Bangalore Institute of Technology, Bangalore",Bachelor of Engineering (B.E),Information and Communication Technology,2019,,6.20/10,,,0,0
DS0179,Bangalore,2,2,2,"Adobe Photoshop, C Programming, MS-Office, Machine Learning, MySQL, Python, R Programming",SRM Institute Of Science & Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,72.13/100,62.80/62.80,,1,1
DS0180,Bangalore,3,1,3,"Algorithms, C Programming, C++ Programming, Machine Learning, Python, BIG DATA ANALYTICS, Computer Vision, Data Analytics, Data Science, Deep Learning, Django, Hadoop, Java, JavaScript, Linux, MS-Excel, Natural Language Processing (NLP), Neural Networks, OpenCV, SQL, R Programming",St. Joseph's College of Engineering,Bachelor of Technology (B.Tech),Information Technology,2019,,7.30/10,9.30/9.30,9.60/9.60,1,1
DS0181,Bangalore,2,0,0,"Algorithms, C++ Programming, CSS, Data Structures, HTML, Java, PHP, Python, jQuery, JavaScript",RNS Institute Of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,,8.99/10,94.80/94.80,96.32/96.32,0,0
DS0182,Pune,1,2,0,"MS-Excel, MS-PowerPoint, MS-Word, R Programming, Python, STATA","Gokhale Institute Of Politics & Economics, Pune",Master of Science (M.Sc),Agri Business Economics,2020,7.80/10,6.92/10,87.60/87.60,9.80/9.80,0,0
DS0183,Bangalore,2,2,0,"Data Analytics, MS-Office, Python, R Programming, SAS",Simplilearn,PG Diploma in Data Science,Data Analytics,2019,5.19/100,7.89/100,56.00/56.00,63.00/63.00,0,0
DS0184,Banglore,2,3,0,"Data Analytics, R Programming, Python, C Programming","SSBT COET, Jalgaon",Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2019,,8.21/10,68.92/68.92,79.80/79.80,1,1
DS0185,Pune,2,0,2,"Algorithms, Articulate Storyline, Audacity, AutoCAD, Data Analytics, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, SQL",Shivaji University,Bachelor of Engineering (B.E),Mechanical Engineering,2017,,66.75/100,,89.82/89.82,1,1
DS0186,Bangalore,2,2,2,"Data Analytics, Data Science, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Python, R Programming",Mba,Bachelor of Commerce (B.Com),Commerce,2020,78.00/100,80.00/100,,,0,0
DS0187,Bangalore,3,2,2,"MS-Excel, MS-Office, Python, C Programming, C++ Programming, CSS, Data Analytics, Database Management System (DBMS), Email Marketing, HTML, Java, MS-PowerPoint, MS-Word, Machine Learning, MySQL, R Programming, SQL, Artifical Intelligence, Deep Learning, Neural Networks, WordPress",Centurion University of Technology and Management,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,,7.00/10,,,1,1
DS0188,Bangalore,2,0,2,"BIG DATA ANALYTICS, Data Analytics, Hadoop, Machine Learning, Python",Jaypee University Of Information Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2017,,7.40/10,,,1,1
DS0189,Bangalore,2,2,2,"Machine Learning, Python, R Programming, SQL",Sherwood College Of Engg. Research & Technology,Bachelor of Technology (B.Tech),Computer  Science,2016,,70.00/100,64.00/64.00,60.00/60.00,1,1
DS0190,Hyderabad,2,0,1,"Data Analytics, Database Management System (DBMS), Python, Machine Learning",Loyola Academy Degree And Pg College,Bachelor of Computer Science (B.C.S.),Computer Science & Engineering,2018,,70.00/100,91.20/91.20,8.00/8.00,0,0
DS0191,Bangalore,2,0,1,"C Programming, MS-Excel, MS-Office, Python, Data Analytics, Machine Learning",Paavai Engineering College,Bachelor of Engineering (B.E),Computer Science & Engineering,2019,,7.05/10,74.00/74.00,9.50/9.50,1,1
DS0192,Hyderabad,1,0,0,"C Programming, Java, Python",Siddartha Institute of Science and Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,65.00/100,90.90/90.90,9.70/9.70,0,0
DS0193,Bangalore,2,1,0,"C Programming, C++ Programming, Python, R Programming",Dr. Ambedkar Institute Of Technology,Bachelor of Engineering (B.E),Telecommunication Engineering,2019,,8.19/10,92.67/92.67,80.32/80.32,0,0
DS0194,Bangalore,1,2,2,"Data Analytics, Data Structures, Deep Learning, Machine Learning, R Programming, Statistical Modeling, Database Management System (DBMS), MS-Excel, MySQL, Python",SRM University,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2019,,71.00/100,69.60/69.60,73.17/73.17,1,1
DS0195,Bangalore,0,0,0,"Amazon Web Services (AWS), Cloud Computing, MATLAB, Social Media Marketing","Dayananda Sagar College of Engineering, Bangalore",Bachelor of Engineering (B.E),Telecommunication Engineering,2019,,9.60/10,,,0,0
DS0196,Hyderabad,3,0,3,"Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Deep Learning, Minitab, SQL",BIT College,Master of Technology (M.Tech),Electronics and Communication,2017,66.00/100,63.18/100,,,1,0
DS0197,Bangalore,2,0,2,"CSS, Deep Learning, HTML, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), Python, SQL",VIT University,Master of Technology (M.Tech),Big Data Analytics,2019,8.24/10,82.40/100,,,0,0
DS0198,Bangalore,0,0,0,"MS-Office, MySQL, Statistical Modeling, English Proficiency (Written), MS-Excel",Vinayak Missans University,Bachelor of Engineering (B.E),Mechanical Engineering,2017,,6.80/10,,85.00/85.00,0,0
DS0199,Bangalore,2,0,2,"MS SQL Server, MS-Excel, Machine Learning, Python, Statistical Modeling",Malla Reddy Engineering College,Bachelor of Technology (B.Tech),Mechanical Engineering,2019,,8.14/10,66.60/66.60,7.40/7.40,1,1
DS0200,Bangalore,2,0,2,"Data Analytics, Data Science, English Proficiency (Spoken), Machine Learning, Python","College Of Engineering Roorkee, Roorkee",Bachelor of Technology (B.Tech),,2019,,65.00/100,62.80/62.80,7.60/7.60,1,1
DS0201,Noida,2,2,0,"Data Analytics, MS-Excel, MySQL, Python, R Programming",GLA University,Bachelor of Technology (B.Tech),Mechanical Engineering,2016,,6.91/10,,,1,1
DS0202,Hyderabad,2,0,1,"Python, Deep Learning, Machine Learning, Natural Language Processing (NLP)",Sri Sarathi Institute Engineering Of Technology,Master of Computer Applications (MCA),Computer  Science,2010,74.00/100,,,,0,0
DS0203,Noida,2,1,1,"Python, SQL, Data Analytics, Deep Learning, Machine Learning, R Programming, Statistical Modeling","Maharishi Arvind Institute of Engineering and Technology ,Jaipur",Bachelor of Technology (B.Tech),Information Systems,2014,,6.70/10,,,1,1
DS0204,Bangalore,3,2,0,"Python, Database Management System (DBMS), R Programming",Christ University,Master of Science (M.Sc),Data Science,2021,,76.00/100,,,0,0
DS0205,Hyderabad,2,0,2,"Data Analytics, English Proficiency (Spoken), MS-Excel, Machine Learning, Python","Siddhartha Engineering And Technology,ibhrahimpatnam",B.Tech (Hons.),Computer Science & Engineering,2018,,7.00/10,,,1,1
DS0206,Bangalore,2,0,0,"C Programming, Data Structures, HTML, C++ Programming, CSS, Java, JavaScript, PHP, Python, Database Management System (DBMS)","Institute Of Management And Information Technology,cuttack",Master of Computer Applications (MCA),MCA,2020,8.45/10,56.00/100,62.02/62.02,84.50/84.50,0,0
DS0207,Pune,2,0,2,"Android, C++ Programming, Data Analytics, Data Structures, Java, Machine Learning, MongoDB, MySQL, Python, Power BI",Maharashtra Institute Of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,,7.05/10,71.50/71.50,85.50/85.50,1,1
DS0208,Chennai,1,0,0,"MySQL, Python, Tableau",Great Lakes Institute of Management,PG Diploma in Data Science,Data Science Engineering,2020,,70.00/100,,,0,0
DS0209,Banglore,2,0,0,"HTML, Python, C++ Programming, CSS, Java, JavaScript, MySQL",Jain University,Bachelor of Technology (B.Tech),Information Technology,2020,,72.00/100,74.50/74.50,76.30/76.30,0,0
DS0210,Hyderabad,2,0,3,"Machine Learning, AutoCAD, Autodesk Inventor, Data Analytics, Database Management System (DBMS), MySQL, Python, Statistical Modeling, MATLAB, Natural Language Processing (NLP)",Great Lakes Institute of Management,PG Diploma in Data Science,,2020,79.00/100,6.59/10,,,0,0
DS0211,Malvern,2,2,0,"Minitab, MATLAB, PostgreSQL, Python, R Programming, SQL, Tableau",Penn State University,Master of Science (M.S.),Data Analytics,2020,,3.92/4,,,0,0
DS0212,Bangalore,2,0,2,"Oracle, SQL, Deep Learning, Machine Learning, Python, Tableau","Government Engineering College, Jagdalpur",Bachelor of Technology (B.Tech),Information Technology,2006,,62.00/100,,,1,1
DS0213,Hyderabad,2,2,1,"Data Structures, Database Management System (DBMS), MySQL, SQL, ArcGIS, Data Analytics, MS-Excel, Python, R Programming, Statistical Modeling, Machine Learning, Natural Language Processing (NLP)",University of Hyderabad,Master of Computer Applications (MCA),Computer Applications,2019,6.50/10,78.70/100,93.80/93.80,70.00/70.00,0,0
DS0214,Bangalore,2,0,2,"English Proficiency (Spoken), C Programming, Data Analytics, MS-Excel, Machine Learning, Python, SQL, Deep Learning",National Institute of Science and Technology,Bachelor of Technology (B.Tech),Electronics and Instrumentation,2017,,,,,1,1
DS0215,Bangalore,1,0,0,"C Programming, C++ Programming, Python",Sir M Visvesvaraya Institute of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,,8.02/10,94.60/94.60,,0,0
DS0216,Bangalore,2,0,1,"English Proficiency (Spoken), MySQL, Python, Statistical Modeling, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP)",Great Lakes Institute of Management,,Data Science,2019,,7.00/10,,,0,0
DS0217,Pune,1,0,1,"MS-Excel, Machine Learning, Power BI, Python",UpGrad,PG Diploma in Data Science,Statistics,2020,,80.00/100,,,0,0
DS0218,Kozhikode,2,2,0,"MS-Excel, MS-Office, MS-PowerPoint, Python, R Programming, SAS, SQLite",RMIT University,Master of Statistics (M.Stat),Analytics,2018,3.00/4,7.00/10,64.00/64.00,7.80/7.80,0,0
DS0219,Hyderabad,2,0,2,"English Proficiency (Spoken), MS-Excel, Statistical Modeling, Telugu Proficiency (Spoken), Data Analytics, Hindi Proficiency (Spoken), Machine Learning, Python, SQL, Deep Learning",Dr BV Raju College Of Computer Education,Bachelor of Science (B.Sc),Statistics,2018,,7.10/10,82.00/82.00,9.30/9.30,0,0
DS0220,Hyderabad,3,0,2,"Mathematics, Python, Data Analytics, Deep Learning, Machine Learning, Natural Language Processing (NLP), OpenCV, Computer Vision, SQL",MVSR Engineering College,Bachelor of Engineering (B.E),Automobile,2016,,69.12/100,93.70/93.70,,1,1
DS0221,Bangalore,2,1,1,"Digital Marketing, Data Analytics, GitHub, Python, Computer Vision, Machine Learning, Natural Language Processing (NLP), R Programming",The Icfai University Dehradun,Bachelor of Technology (B.Tech),Computer  Science,2019,,5.54/10,86.00/86.00,86.03/86.03,1,1
DS0222,Kolkata,2,0,0,"C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Python, MySQL",Kalyani Government Engineering College,Master of Computer Applications (MCA),Computer & Communication Engineering,2020,7.70/10,50.00/100,75.00/75.00,76.00/76.00,0,0
DS0223,Gangtok,1,1,1,"C Programming, CSS, Data Analytics, HTML, MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL, Statistical Modeling",SRM UNIVERSITY Sikkim,,Data Science,2019,,8.85/10,70.20/70.20,9.00/9.00,0,0
DS0224,Bangalore,2,0,2,"MS-Excel, MS-Office, MS-PowerPoint, MS-Word, SPSS, Tableau, Data Analytics, Data Science, Machine Learning, MySQL, Power BI, Python, Statistical Modeling, Tally, Natural Language Processing (NLP)",Great Lakes Institute of Management,,Data Science And Engineering,2020,,85.00/100,82.00/82.00,,0,0
DS0225,Bangalore,2,0,2,"SQL, Algorithms, Data Analytics, Data Structures, MS-Excel, Machine Learning, Mathematics, Python",PES Institute Of Technology,Master of Technology (M.Tech),Computer  Science,2019,69.00/100,67.00/100,74.00/74.00,89.00/89.00,0,0
DS0226,Bangalore,0,1,2,"CSS, HTML, Adobe Dreamweaver, BIG DATA ANALYTICS, C Programming, Computer Networking, Computer Networks, Data Analytics, Deep Learning, Image Processing, Machine Learning, MongoDB, NoSQL, SQL, C++ Programming, Data Structures, Ethical Hacking, R Programming",Reva University,Master of Science (M.S.),Computer  Science,2020,75.00/100,57.00/100,,,0,0
DS0227,Bangalore,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Atmel AVR, C++ Programming, Data Structures, Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Python, SQL, WordPress, Data Science, Database Management System (DBMS), Natural Language Processing (NLP)",VELLORE INSTITUTE OF TECHNOLOGY VELLORE,Bachelor of Technology (B.Tech),Electronics and Communication,2021,,8.67/10,91.60/91.60,10.00/10.00,1,1
DS0228,Bangalore,3,0,2,"Algorithms, Data Structures, Python, C Programming, C#.NET, C++ Programming, Data Analytics, Java, Machine Learning, Mathematics, MongoDB, Natural Language Processing (NLP), PostgreSQL, SQL, Statistical Modeling, Amazon Web Services (AWS), Deep Learning",Mangalore University,Master of Science (M.Sc),Computer  Science,2018,7.91/10,70.00/100,64.83/64.83,77.60/77.60,0,0
DS0229,Bangalore,2,0,1,"Python, Data Analytics, Data Science, Java, Machine Learning","BNM Institute Of Technology, Bangalore",Bachelor of Engineering (B.E),Computer Science & Engineering,2018,,76.00/100,,,0,0
DS0230,Bangalore,1,0,0,"Data Analytics, MS-Excel, MySQL, Python",BMS College of Engineering,Bachelor of Engineering (B.E),telecommunication,2019,,6.50/10,,7.40/7.40,0,0
